﻿Column1,Column2
"Turqui, propriétaire à Khenchela (Constantine), venait de tuer un ami de sa femme. Elle fuyait ; il la rattrapa et la mit à mort.",Khenchela; Constantine
"Tombant de l’échafaudage en même temps que le maçon Dury, de Marseille, une pierre lui broya le crâne.",Marseille
"Pris dans la brume devant Cherbourg, le K.-Wilhelm-II révéla sa présence par le système nouveau de la cloche sous-marine.",Cherbourg; K.-Wilhelm-II
"Dans un bref incendie à Cambronne (sur le métro), un pompier fut blessé d’éclats de verre et le chef de gare brûlé à l’œil.",Cambronne
"Rue des Rondeaux, Blanche Salmon a, par deux fois, reçu dans les flancs l’eustache de Louis Lestelin, son amant.",Rue des Rondeaux
"Napoléon Gallieni, lapidaire, s’est cassé le cou dans son escalier. Chute provoquée, peut-être. Aussi on le porta à la Morgue.",
"En raison du sac de la loge nancéienne, 7.800 francs sont réclamés à la ville. Elle refuse : ce jour-là le préfet avait la police.",
"M. Colombe, de Rouen, s’est tué d’une balle hier. Sa femme lui en avait tiré trois en mars, et leur divorce était proche.",Rouen
"Comme 20.000 francs manquaient à sa caisse, M. Th… s’est enfui de Louviers où il gérait la succursale d’un grand magasin.",Louviers
"En dépit des gendarmes, trois cents résiniers landais, en grève, cernent encore la maison du maire de Mimizan.",Mimizan
"Il avait parié de boire d’affilée quinze absinthes en mangeant un kilo de bœuf. À la neuvième, Théophile Papin, d’Ivry, s’écroula.",Ivry
"Louis Lamarre n’avait ni travail, ni logis, mais quelques sous. Il acheta, chez un épicier de Saint-Denis, un litre de pétrole et le but.",de Saint-Denis
"Pour des recherches sur les sardines et les courants, une mission océanographique s’est embarquée à Bordeaux sur l’Andrée.",Bordeaux
"Le curé de la Compote (Savoie) allait par les monts, et seul. Il se coucha, tout nu, sous un hêtre, et y mourut, de son anévrisme.",Compote; Savoie
"Au dénombrement, le maire de Montirat (Tarn) majora les chiffres. Ce souci de régir un grand peuple lui vaut sa révocation.",Montirat; Tarn
"Duel. Le sein d’un président de médaillés militaires, M. Armieux, a été percé de trois balles par M. Pinguet, du Petit Fanal, d’Oran.",Petit Fanal; Oran
"Estimant le Dieppois Vasselin innocent du naufrage de la Georgette, le conseil d’enquête le maintient dans son capitanat.",Dieppois
"À Belfort, des sapeurs du Ier Génie, venus de Versailles, montent en ballon, téléphotographient et télégraphient sans fil.",Belfort; Versailles
Les femmes rouges d’Hennebont ont saccagé les vivres qu’apportaient aux ouvriers rentrés aux forges les femmes jaunes.,Hennebont
"Pour des larcins professionnels, sept ouvriers d’une maison de cycles de Rueil ont été arrêtés.",Rueil
"L’ex-négociant Fréd. Desechel (rue d’Alésia, Paris) s’est tué dans le bois de Clamart. Motif : il avait mal à l’estomac.",Alésia; Paris; Clamart
"Fuyant Poissy et des familles sévères à leurs amours, Maurice L… et Gabrielle R…, 20 et 18 ans, gagnèrent Mers et s’y tuèrent.",Fuyant Poissy; Mers
"Au lieu de 175.000 francs dans la caisse de réserve en dépôt chez le receveur des contributions directes de Sousse, – rien.",Sousse
"Nostalgique, le Belge Notermans, garçon de ferme, s’est pendu dans l’écurie d’une auberge de Saint-Just, près de Provins.",Saint-Just; Provins
"Douze ans de bagne à Portebotte : il avait tué au Havre cette folâtre Nini la Chèvre, sur qui il se croyait des droits.",Portebotte; au Havre
"Sussin et Simon, de Saint-Maixent-de-Beugné (Deux-Sèvres), ont été asphyxiés dans un puits qu’ils creusaient.",Simon; Saint-Maixent-de-Beugné; Deux-Sèvres
"D’un coup de bouteille, un ouvrier de l’arsenal de Toulon a quasi assommé le chômeur qui lui reprochait son zèle.",arsenal de Toulon
"« Méfiez-vous de l’alcool et de la volupté », dit à la 32e Division le général Privât dans son ordre du jour d’adieux.",
"Trois grévistes de Fressenneville ont été condamnés à la prison : un, deux ou trois mois, selon la rudesse de leurs injures à la troupe.",
"Bernard, à Essoyes (Aube), 25 ans, a assommé M. Dufert, qui en a 89, et poignardé sa femme. Il était jaloux.",Essoyes; Aube
"Avant de sauter dans la Seine, où il est mort, M. Doucrain avait écrit sur son carnet : « Pardonne, papa. Je t’aime bien. »",Seine
"Le sexagénaire Gallot, Saint-Ouen, a été arrêté comme il s’appliquait à transmettre à des soldats son antimilitarisme.",
"Dans un assaut, le maître d’armes Pictori a été blessé, mortellement peut-être, par un amateur, M. Breugnot.",
"Sans qu’aucune portât, six balles se sont échangées, montagne du Roule, entre le maire de Cherbourg et un journaliste.",Roule; Cherbourg
"Le sombre rôdeur aperçu par le mécanicien Gicquel près de la gare d’Herblay, est retrouvé : Jules Ménard, ramasseur d’escargots.",gare d’Herblay
"Les grévistes de l’usine Dion, Puteaux, l’ont envahie, débauchant les travailleurs. « Les lâches seuls travaillent », disait leur drapeau.",Puteaux
"Si preste qu’elle fût au vol des bijoux, Marie de Badesco s’est fait prendre à Versailles. Deux ans de prison.",Versailles
"Pour gagner plus et faire reconnaître leur syndicat, les asphaltiers de Lovagny (Haute-Savoie) chôment ; le juge de paix parlemente.",Lovagny; Haute-Savoie
"R. Pleynet, d’Annonay, 14 ans, a mordu son père et un de ses camarades. Il y a deux mois, un chien enragé lui léchait la main.",Annonay
C’était sur l’espionnage que les magistrats de Toulon aimaient interroger Jeanne Renée ; maintenant c’est sur l’opium.,Toulon
"Le douanier veuf Ackermann, de Fort-Philippe (Nord), qui devait se marier aujourd’hui, s’est pendu sur la tombe de sa femme.",Fort-Philippe; Nord
"La pose d’une plaque disant que Ziem naquit (1821) à Beaune, y motiva une fête peu vénitienne quoique le peintre fût là.",Beaune
"À la fête des vétérans de Meurthe-et-Moselle, le caporal Thuana, un de ceux qui coupèrent le pont de Fontenoy, a été médaillé en or.",Meurthe-et-Moselle; pont de Fontenoy
"À Brest, de par l’imprudence d’un fumeur, Mlle Ledru, toute en mousseline, a eu les cuisses et les seins brûlés.",Brest
"En vingt minutes, cinq lances matèrent, dans un atelier de la raffinerie Say, un incendie qui ne put endommager que deux blutoirs.",Say
"Vers minuit, M. Baillargeat, 19 ans, fils d’un boucher des Termes, a été ramassé, près de la porte Dauphine blessé d’une balle.",
"Quittée par Delorce, Cécile Ward refusa de le reprendre, sauf mariage. Il la poignarda, cette clause lui ayant paru scandaleuse.",
Quelques grévistes de l’usine de produits chimiques de Cheide (Haute-Savoie) ont cassé les vitres dans dix-sept maisons de « lâcheurs ».,Cheide; Haute-Savoie
"Dormir en wagon fut mortel à M. Émile Moutin, de Marseille. Il était appuyé contre la portière ; elle s’ouvrit, il tomba.",Marseille
"L’adultère M. Boinet, commissaire de police de Vierzon, payera 1.000 francs pour avoir diffamé le mari de la femme en jeu.",
"Une vengeance. Près de Monistrol-d’Allier, MM. Blanc et Boudoussier ont été tués et défigurés par MM. Plet, Pascal, Gazanion.",Monistrol-d’Allier
Explosion de gaz chez le Bordelais Larrieu. Il fut blessé. Les cheveux de sa belle-mère flambèrent. Le plafond creva.,Bordelais
C’était fête à Remiremont. L’explosion d’un appareil d’éclairage mit en fuite les couples danseurs. On s’écrasa aux issues.,Remiremont
"Tombant dans un trou de marnière, environs de Longwy, le sergent Cornet, du 162e, s’est mortellement fracturé le crâne.",Longwy
"À peine humée sa prise, A. Chevrel éternua et, tombant du char de foin qu’il ramenait de Pervenchères (Orne), expira.",Pervenchères; Orne
"Phtisique, Ch. Delièvre, faïencier à Choisy-le-Roi, alluma deux réchauds et mourut parmi les fleurs dont il avait jonché son lit.",Delièvre; Choisy-le-Roi
"Aux environs de Noisy-sous-Ecole, M. Louis Delillieau, 70 ans, tomba mort : une insolation. Vite son chien Fidèle lui mangea la tête.",Noisy-sous-Ecole
"Après escalade du grenier, perforation du plafond et effraction, des voleurs ont pris 800 francs à M. Gourde, de Montainville.",Montainville
"500 havanes et 250 fioles de vin : butin des cambrioleurs qui visitèrent, au Vésinet, la villa de la cantatrice Catherine Flachat.",Vésinet
"Radieux : « J’aurais pu avoir plus ! » s’est écrié l’assassin Lebret, condamné, à Rouen, aux travaux forcés à perpétuité.",Rouen
"Des écoliers de Vibraye (Sarthe) tentaient de circoncire un enfant. On le délivra, mais déjà il était dangereusement incisé.",Vibraye; Sarthe
Il y avait 12.000 francs dans le coffre-fort du presbytère de Montmort (Marne). Des cambrioleurs les ont pris.,Montmort; Marne
"À peine mariés, les Boulch, de Lambézellec (Finistère), étaient déjà tellement ivres qu’il fallut les coffrer sur l’heure.",Boulch; Lambézellec; Finistère
"Le Grondin qui, avec cinq autres sous-marins, persécutait des cuirassés au large de Toulon, a subi une avarie légère.",Toulon
"Pour faire pièce au parquet stéphanois, Crozet, dit Aramis, auteur présumé de force vols, oppose aux questions le mutisme.",
"Une histoire de réverbères, mal prise par le tribunal de Nancy, vaut le mois de prison à l’agitateur Diller.",Nancy
"La doreuse Marie Boulanger est à Cochin, blessée d’un coup de couteau par Juliette Duvaux. Ces Jeunes femmes étaient jalouses.",Cochin
Un cadavre descendait au fil de l’eau. Un marinier le repêcha à Boulogne. Nuls papiers ; costume gris perle ; quelque 65 ans.,Boulogne
"Grâce au général baron Delétang qui, en 1866, s’intéressait à la vertu, Hélène Dutertre, rosière à Meulan, a reçu vingt-cinq louis.",Meulan
"La translation, organisée par le Souvenir Français, de dix cercueils de hussards, a motivé, au cimetière de Niort, des discours.",Niort
"Depuis son enfance, Mlle Mélinette, 16 ans, moissonnait sur les tombes de Saint-Denis les fleurs artificielles. Fini : elle est au Dépôt.",de Saint-Denis; Dépôt
"Six taureaux ont été estoqués, à Nîmes, par les matadors madrilènes Machaquito et Regasterin, au profit de la presse locale.",Nîmes
"Les groupes socialistes stéphanois se prononcent contre le cumul. C’est dire à M. Ledin, député, de ne pas rester maire.",
"M. Litalien, l’adjoint brestois, eût bien fêté M. Coude ; mais il s’agissait d’un « punch ». Anti-alcooliste, il s’excusa.",
"Au bal de Saint-Symphorien (Isère), Mme Chausson, son amant, ses parents et ses amis ont tué à coups de couteau M. Chausson.",Isère
"Louis Férouelle, de Louzes (Sarthe), après avoir attaqué à main armée deux passants, a violé le domicile de deux femmes.",Louzes; Sarthe
"Une folle de Puéchabon (Hérault), Mme Bautiol, née Hérail, a réveillé ses beau-parents à coups de massue.",Puéchabon; Hérault
"Dans les w.-c. d’un café de Puteaux, un inconnu a laissé une boîte à deux mèches emplis d’une poudre blanche.",w.-c; Puteaux
"M. et Mlle Mamette canotaient en Marne. Aux Bibelots-du-Diable, ils chavirèrent. Aidé de M. Pauliton, le frère sauva la sœur.",Marne; Bibelots-du-Diable
"Le notaire Limard s’est tué sur un ponton, à Lagny. Pour, en cas de chute à l’eau, rester là, il s’était amarré avec une ficelle.",Lagny
"Suicide, accident ou crime, le menuisier Dalmasso, de Nice, s’est fracturé le crâne en tombant d’un troisième étage.",Nice
"Après exhumation de sa femme, qu’il aurait empoisonnée, on a écroué M. Pinguet, de Chemault (Loiret).",Chemault; Loiret
"Une cérémonie religieuse et un banquet à discours ont célébré, à Honfleur, le centenaire de Mme Rouyère.",Honfleur
"Au son du biniou, les grévistes d’Hennebont ont terminé par des danses leur réunion au « champ syndical ».",Hennebont
"Un cultivateur des environs de Meaux, Hipp. Deshayes, marié, père de quatre enfants, s’est pendu, on ne sait pourquoi.",Meaux
Une trentaine d’énergumènes tapageaient dans Bondy et Pantin. Dix-huit furent arrêtés ; l’un venait de poignarder un passant.,Bondy; Pantin
"Séquestrées, martyrisées, affamées par leur marâtre, les fillettes du Brestois Joseph Ilou, enfin délivrées, sont squelettiques.",Séquestrées; Brestois
Le bourreau est arrivé hier soir à Bougie pour y tuer ce matin le Kabyle Igoucinem Mohammed.,Kabyle
"Un fou du village arabe des Beni-Ramasses a fui sa famille ; mais bien tard, car il la martyrisait. On le recherche.",
"Le pauvre Urien était seul chez le riche Jacq, à Saint-Pol-de-Léon. Des cambrioleurs vinrent, qui l’assommèrent.",Saint-Pol-de-Léon
Des gens étaient en train de voler les bœufs d’un indigène de Khroub (Constantine). Il intervint et reçut une balle. Mort.,Khroub; Constantine
"Au Havre, le marin Scouarnec s’est jeté sous une locomotive. On a ramassé dans une toile ses intestins.",Havre
"Quelque argent et le titre de rosière ont consacré la vertu de Mlles Cours, Bernier, Alaine (Les Lilas, Saint-Cloud, Maisons-Laffitte.)",Les Lilas; Saint-Cloud; Maisons-Laffitte
"Mme Sucy, de Saint-Ouen, a foncé, ciseaux en mains, sur Ratier, qui se colletait avec son mari. Elle l’a très grièvement blessé.",
"Au heurt d’un char de la cavalcade de l’industrie, à Saint-Denis, une charpente ornementale a chu sur le policier Duponnois.",Saint-Denis
"La fourche en l’air, les Masson rentraient à Marainviller (Meurthe-et-Moselle). Le tonnerre tua l’homme et presque la femme.",Marainviller; Meurthe-et-Moselle
"Pour leur dramatique évasion de la prison de Roanne, Choullet et Chanay feront huit ans de travaux forcés. Mettray, cinq ans de réclusion.",Roanne; Choullet; Chanay
"Paniosier a été mordu ; Qinet, de la police aussi, a reçu un coup de tête dans le ventre ; ils calmaient une rixe, à Aubervilliers.",Aubervilliers
"Un négociant de Courbevoie, M. Alexis Jamin, qui en avait assez de sa maladie d’estomac, s’est fait sauter la cervelle.",Courbevoie
"Une Européenne de Tunisie a été enlevée, à Medjez, par deux Arabes paillards. Elle put fuir, encore intacte, mais déjà demi-nue.",Européenne de Tunisie; Medjez
